id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone2,ramal2,whatsapp,email,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,penhas,conexoes_nudems_dpes,Núcleo de Assistência Jurídica do Guará,,público,Jurídico,Local,,Quadra,QE 25 Fórum Desembargadora Maria Thereza Braga Haynes,s/n,true,Fórum de Guará - TJDFT,Guará II,Brasília,5300108,DF,,61,21964494,,21964492,,sim,nucleo.guara@defensoria.df.gov.br,não,12:00,19:00,Dias úteis,,,,,"-15,824871","-47,9732648",
,penhas,conexoes_nudems_dpes,Núcleo de Assistência Jurídica do Gama,,público,Jurídico,Local,,Fórum,do Gama,s/n,true,"Quadra 01, AE 01, Setor Norte",Setor Norte,Gama,5300108,DF,,61,983494857,,982480239,,sim,najgama@defensoria.df.gov.br,não,12:00,19:00,Dias úteis,,,,,"-16,0091832","-48,0616362",
,penhas,conexoes_nudems_dpes,"Atuação nas Varas de Família, Órfãos e Sucessões de Brasília",,público,Jurídico,Local,,SMAS,Trecho 3,Lotes 04/06,false,"Fórum Júlio Leal Fagundes, Bloco 5",,Brasília,5300108,DF,,61,21964466,,,,não,najfamilia@defensoria.df.gov.br,não,09:00,17:00,Dias úteis,,,,,"-15,8301477","-47,9442337",
,penhas,conexoes_nudems_dpes,Núcleo de Assistência Jurídica Deusa Maria de Carvalho,,público,Jurídico,Local,,Fórum,"de Ceilândia, AE 01, QNM 11",,true,,Ceilândia,Ceilândia,5300108,DF,,61,21964448,,21964445,,sim,najceilandia@defensoria.df.gov.br,não,12:00,18:00,Dias úteis,,,,,"-15,8185561","-48,1026646",
,penhas,conexoes_nudems_dpes,Câmara Legislativa do DF,,público,Jurídico,Local,,Praça,Municipal,05,false,"Quadra 2, Térreo inferior",,Brasília,5300108,DF,,61,21964600,,,,não,,não,08:00,18:00,Dias úteis,,,,,"-15,78813","-47,909176",
,penhas,conexoes_nudems_dpes,Núcleo Brazlândia,,público,Jurídico,Local,,Área Especial,Tradicional,"04, Lote 04",false,,St. Tradicional,Brasília,5300108,DF,,61,2196444,,21964600,,sim,najbrazlandia@defensoria.df.gov.br,não,08:00,19:00,Dias úteis,,,,,"-15,8070889","-48,0853207",
,penhas,conexoes_nudems_dpes,Brasília Cível e Criminal,,público,Jurídico,Local,,Praça,Municipal,Lote 01,false,"Palácio da Justiça — TJDFT, Bloco B, Anexo 2, Ala A, 2º andar",,Brasília,5300108,DF,,61,21964605,,,,sim,najbrasilia@defensoria.df.gov.br,não,12:00,18:00,Dias úteis,,,,,"-15,7853742","-47,8902838",
,penhas,conexoes_nudems_dpes,Núcleo Bandeirante,,público,Jurídico,Local,,Avenida,Contorno,s/n,true,"Área Especial 13, lote 14 - Fórum do Núcleo Bandeirante",Núcleo Bandeirante,Brasília,5300108,DF,,61,993590011,,21964523,,sim,,não,12:00,19:00,Dias úteis,,,,,"-15,8688209","-47,960826",
,penhas,conexoes_nudems_dpes,Águas Claras e Vicente Pires,,público,Jurídico,Local,,Quadra,202,01,false,Lote 01,Águas Claras,Brasília,5300108,DF,,61,21964475,,,,sim,najaguasclaras@defensoria.df.gov.br,não,12:00,19:00,Dias úteis,,,,,"-15,8390244","-48,0130276",
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Alagoinhas,DPE,público,Jurídico,Regional,,Rua,Marcela Bueron Cardoso,184,,,Centro,Alagoinhas,2900702,BA,48005100,75,997315147,,34228438,,sim,13regional.alagoinhas@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,1411666","-38,4196298",Telefone alternativo: (75) 3423-2330. Link: https://www.defensoria.ba.def.br/postos-atendimento/alagoinhas/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Amargosa,DPE,público,Jurídico,Regional,,Rua,Deraldo Bulhões de Souza,136,,,Centro,Amargosa,2901007,BA,45300000,75,36341754,,36343780,,,dpeamargosa@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-13,0297318","-39,60207",Telefone alternativo: (71) 98454-4194. Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Barreiras,DPE,público,Jurídico,Regional,,Rua,26 de Maio,568,,,Centro,Barreiras,2903201,BA,47800145,77,36115580,,36128720,,sim,8regional.barreiras@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,1494524","-44,99698069999999",Link: https://www.defensoria.ba.def.br/postos-atendimento/8a-defensoria-publica-regional-barreiras/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Bom Jesus da Lapa,DPE,público,Jurídico,Regional,,Avenida,Vasco da Gama,74,,,São João,Bom Jesus da Lapa,2903904,BA,47600000,77,34815161,,,,,dpebomjesusdalapa@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-13,2568695","-43,4083001",Link: https://www.defensoria.ba.def.br/postos-atendimento/8a-defensoria-publica-regional-barreiras/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Brumado,DPE,público,Jurídico,Regional,,Rua,Rio de Contas,459,,,Campo de Aviação,Brumado,2904605,BA,46117008,77,34415048,,34415048,,,dpebrumado@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-14,2031271","-41,6772737",Telefone alternativo: (71) 99856-9377. Link: https://www.defensoria.ba.def.br/postos-atendimento/15a-defensoria-publica-regional-guanambi/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Cachoeira,DPE,público,Jurídico,Regional,,Praça,Dr. Ivone B. Ramos,s/n,,,Centro,Cachoeira,2904902,BA,44300000,75,984552218,,32455680,,sim,dpecachoeira@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,6032601","-38,9644009",Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Camacan,DPE,público,Jurídico,Regional,,Avenida,Dr. João Vargens,326-A,,,Centro,Camacan,2905602,BA,45880000,73,32830781,,32830456,,,dpe.camacan@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-15,4169666","-39,497083","Telefones alternativos: (73) 3283-1346, (71) 98459-9312. Link: https://www.defensoria.ba.def.br/postos-atendimento/4a-defensoria-publica-regional-itabuna/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Camaçari,DPE,público,Jurídico,Regional,,Rua,Monte Gordo,63,,,Bela Vista,Camaçari,2905701,BA,42802500,71,36226478,,36274561,,,7regional.camacari@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,7093527","-38,3206052","Telefones alternativos: (71) 3622-6478, (71) 99628-9196. Link: https://www.defensoria.ba.def.br/postos-atendimento/7a-defensoria-publica-regional-camacari/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Campo Formoso,DPE,público,Jurídico,Regional,,Rua,Marechal Deodoro da Fonseca,154,,,Centro,Campo Formoso,2906006,BA,44790000,74,36453138,,36453221,,,dpecampoformoso@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-10,5106774","-40,3253583",Link: https://www.defensoria.ba.def.br/postos-atendimento/5a-defensoria-publica-regional-juazeiro/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Canavieiras,DPE,público,Jurídico,Regional,,Praça,São Boaventura,40,,Fórum Ministro Pedro dos Santos,Centro,Canavieiras,2906303,BA,45860000,,,,,,,dpecanavieiras@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-15,6790289","-38,945383",Link: https://www.defensoria.ba.def.br/postos-atendimento/3a-defensoria-publica-regional-ilheus/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Candeias,DPE,público,Jurídico,Regional,,Rua,Itajubara,98,,,Nova Candeias,Candeias,2906501,BA,43815450,71,36014024,,36014024,,,dpecandeias@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,6636939","-38,533724",Telefone alternativo: (71) 98454-2916. Link: https://www.defensoria.ba.def.br/postos-atendimento/7a-defensoria-publica-regional-camacari/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Catu,DPE,público,Jurídico,Regional,,Rua,Barão de Camaçari,62,,,Centro,Catu,2907509,BA,48110000,71,981769817,,36411690,,sim,dpecatu@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,3566043","-38,3749093",Link: https://www.defensoria.ba.def.br/postos-atendimento/alagoinhas/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Conceição do Coité,DPE,público,Jurídico,Regional,,Rua,Bailon Lopes Carneiro,99,,,Vila Tóide,Conceição do Coité,2908408,BA,48730000,75,32618396,,32621840,,,dpeconceicaodocoite@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-11,5708083","-39,2807717",Telefone alternativo: (75) 99708-0867. Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Cruz das Almas,DPE,público,Jurídico,Regional,,Rua,João Gustavo Silva,552,,,Suzana,Cruz das Almas,2909802,BA,44380000,75,36211976,,36212585,,sim,dpecruzdasalmas@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,6766099","-39,09886780000001",Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Esplanada,DPE,público,Jurídico,Regional,,Rua,Virgílio Ribeiro de Araújo,s/n,,,Centro - Esplanada,Esplanada,2910602,BA,48370000,75,34271495,,,,,dpeesplanada@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-11,7977753","-37,9457458",Link: https://www.defensoria.ba.def.br/postos-atendimento/alagoinhas/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Euclides da Cunha,DPE,público,Jurídico,Regional,,Rua,Castro Alves,210,,,Centro,Euclides da Cunha,2910701,BA,48500000,75,999240310,,32714498,,sim,defensoria.euclides@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-10,5078999","-39,0147815","Telefones alternativos: (75) 3271-4496, (75) 99803-7436, (75) 99983-8067, (75) 99825-4991. Link: https://www.defensoria.ba.def.br/postos-atendimento/10a-defensoria-publica-regional-paulo-afonso/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Eunápolis,DPE,público,Jurídico,Regional,,Avenida,Demétrio Couto Guerrieri,446,,,Centro,Eunápolis,2910727,BA,45820095,73,32623800,,,,,dpeeunapolis@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-16,3716801","-39,5924962",Link: https://www.defensoria.ba.def.br/postos-atendimento/9a-defensoria-publica-regional-porto-seguro/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Feira de Santana,DPE,público,Jurídico,Regional,,Avenida,Maria Quitéria,1235,,,Centro,Feira de Santana,2910800,BA,44001970,75,36146963,,36148355,,,1regional.feiradesantana@defensoria.ba.def.br,não,08:00,16:00,Dias úteis,,,,,"-12,2691505","-38,9550597",Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Guanambi,DPE,público,Jurídico,Regional,,,,,,,,Guanambi,2911709,BA,,77,34512773,,34512773,,,15regional.guanambi@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,,,Telefone alternativo: (71) 98456-7750. Link: https://www.defensoria.ba.def.br/postos-atendimento/15a-defensoria-publica-regional-guanambi/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Ilhéus,DPE,público,Jurídico,Regional,,Rua,Rotary,255,,,Cidade Nova,Ilhéus,2913606,BA,45652020,73,32344600,,32344600,,,3regional.ilheus@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-14,785015","-39,03580910000001","Telefones alternativos: (71) 99603-2822, (71) 99929-9156. Link: https://www.defensoria.ba.def.br/postos-atendimento/3a-defensoria-publica-regional-ilheus/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Ipiaú,DPE,público,Jurídico,Regional,,Rua,Antônio Augusto Sá,46,,,Bairro da Conceição,Ipiaú,2913903,BA,45570000,73,984568489,,35316058,,sim,dpeipiau@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-14,1401557","-39,7303207",Link: https://www.defensoria.ba.def.br/postos-atendimento/12a-defensoria-publica-regional-jequie/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Ipirá,DPE,público,Jurídico,Regional,,Rua,Elziro Macedo,260,,,Centro,Ipirá,2914000,BA,44600000,75,32542328,,,,,dpeipira@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,1610711","-39,7425317",Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Irará,DPE,público,Jurídico,Regional,,Rua,das Palmeiras,s/n,,,Centro,Irará,2914505,BA,44255000,75,32473312,,32473353,,,dpeirara@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,0459549","-38,7659919","Telefones alternativos: (75) 3247-3399, (75) 3247-3393. Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Irecê,DPE,público,Jurídico,Regional,,,,,,,,Irecê,2914604,BA,,,,,,,,11regional.irece@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,,,Link: https://www.defensoria.ba.def.br/postos-atendimento/11a-defensoria-publica-regional-irece/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Itaberaba,DPE,público,Jurídico,Regional,,Rua,Dr. Osman Ribeiro dos Santos,s/n,,,Barro Vermelho,Itaberaba,2914703,BA,46880000,75,32512465,,32512840,,,dpeitaberaba@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,5308131","-40,3083718",Telefone alternativo: (75) 3251-2428. Link: https://www.defensoria.ba.def.br/postos-atendimento/11a-defensoria-publica-regional-irece/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Itabuna,DPE,público,Jurídico,Regional,,Avenida,Nações Unidas,732,,,Centro,Itabuna,2914802,BA,45600124,71,997437504,,997214819 /(73) 32145997,,,4regional.itabuna@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-14,7939347","-39,2801433",Telefone alternativo: (73) 3214-5910. Link: https://www.defensoria.ba.def.br/postos-atendimento/4a-defensoria-publica-regional-itabuna/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Itaparica,DPE,público,Jurídico,Regional,,Avenida,Beira Mar,4193,,,Bom Despacho,Itaparica,2916104,BA,44460000,71,985540984,,36822021,,,dpeitaparica@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,9305666","-38,6271663","Telefones alternativos: (71) 3682-2000, (71) 3682-2278, (71) 3682-2447, (71) 3682-2503. Link: https://www.defensoria.ba.def.br/postos-atendimento/7a-defensoria-publica-regional-camacari/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Itapetinga,DPE,público,Jurídico,Regional,,,,,,,,Itapetinga,2916401,BA,,77,32618854,,,,,dpeitapetinga@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,,,Link: https://www.defensoria.ba.def.br/postos-atendimento/2a-defensoria-publica-regional-vitoria-da-conquista/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Jacobina,DPE,público,Jurídico,Regional,,Avenida,Lomanto Júnior,430,,,Centro,Jacobina,2917508,BA,44700000,71,984551889,,36222203,,,dpejacobina@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-11,1840351","-40,5160825",Telefone alternativo: (74) 3622-2205. Link: https://www.defensoria.ba.def.br/postos-atendimento/5a-defensoria-publica-regional-juazeiro/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Jequié,DPE,público,Jurídico,Regional,,Rua,Manoel Vitorino,510,,,Campo do América,Jequié,2918001,BA,45203165,73,999768765,,35278811,,sim,12regional.jequie@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-13,8551733","-40,0772547",Link: https://www.defensoria.ba.def.br/postos-atendimento/12a-defensoria-publica-regional-jequie/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Juazeiro,DPE,público,Jurídico,Regional,,Rua,do Paraíso,306,,,Santo Antônio,Juazeiro,2918407,BA,48903050,74,31621079,,31621079,,,5regional.juazeiro@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-9,4110402","-40,5082837",Telefone alternativo: (71) 99952-9265. Link: https://www.defensoria.ba.def.br/postos-atendimento/5a-defensoria-publica-regional-juazeiro/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Lauro de Freitas,DPE,público,Jurídico,Regional,,,,,,,,Lauro de Freitas,2919207,BA,,71,32888729,,32888729,,,dpelaurodefreitas@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,,,Telefone alternativo: (71) 99701-5642. Link: https://www.defensoria.ba.def.br/postos-atendimento/7a-defensoria-publica-regional-camacari/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Luís Eduardo Magalhães,DPE,público,Jurídico,Regional,,Rua,Octagonal,684,,térreo,Jardim Imperial,Luís Eduardo Magalhães,2919553,BA,47850000,77,36288997,,,,,dpeluiseduardo@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,0798629","-45,7794598",Link: https://www.defensoria.ba.def.br/postos-atendimento/8a-defensoria-publica-regional-barreiras/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Macaúbas,DPE,público,Jurídico,Regional,,Praça,Maestro Zé Preto,s/n,,Fórum José Alcântara de Figueiredo,Alto do Alexandrino,Macaúbas,2919801,BA,46500000,71,999667851,,,,,dpemacaubas@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-13,0141178","-42,6869018",Link: https://www.defensoria.ba.def.br/postos-atendimento/8a-defensoria-publica-regional-barreiras/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Nazaré,DPE,público,Jurídico,Regional,,Avenida,Eurico Matta,81,,,Centro,Nazaré,2922508,BA,44400000,75,981009144,,36363282,,sim,dpenazare@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-13,033696","-39,0059492",Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Paripiranga,DPE,público,Jurídico,Regional,,Rua,Major José Justino das Virgens,305,,,Centro,Paripiranga,2923803,BA,48430000,75,996807518,,32792385,,sim,dpeparipiranga@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-10,6863183","-37,8629045","Telefones alternativos: (75) 3279-2383, (71) 99944-1777. Link: https://www.defensoria.ba.def.br/postos-atendimento/10a-defensoria-publica-regional-paulo-afonso/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Paulo Afonso,DPE,público,Jurídico,Regional,,Rua,Marechal Floriano Peixoto,500,,,Centro,Paulo Afonso,2924009,BA,48601210,,32826141,,,,sim,10regional.pauloafonso@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-9,3995049","-38,22332919999999",Link: https://www.defensoria.ba.def.br/postos-atendimento/10a-defensoria-publica-regional-paulo-afonso/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Poções,DPE,público,Jurídico,Regional,,,,,,,,Poções,2925105,BA,,77,34311365,,34313288,,,dpepocoes@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,,,Telefone alternativo: (77) 3431-5814. Link: https://www.defensoria.ba.def.br/postos-atendimento/2a-defensoria-publica-regional-vitoria-da-conquista/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Porto Seguro,DPE,público,Jurídico,Regional,,Alameda,das Jaqueiras,3,,,Centro,Porto Seguro,2925303,BA,45810000,73,32688685,,,,,9regional.portoseguro@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-16,442038","-39,0670468",Link: https://www.defensoria.ba.def.br/postos-atendimento/9a-defensoria-publica-regional-porto-seguro/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Riachão do Jacuípe,DPE,público,Jurídico,Regional,,Praça,Pedro Paulo Mascarenhas,s/n,,,Alto do Cemitério,Riachão do Jacuípe,2926301,BA,44640000,,,,,,,dperiachaodojacuipe@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-11,8088055","-39,3864685",Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Ribeira do Pombal,DPE,público,Jurídico,Regional,,Avenida,Evência Brito,444,,,Centro,Ribeira do Pombal,2926608,BA,48400000,75,999155695,,32761284,,sim,dperibeiradopombal@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-10,8382466","-38,534393",Telefone alternativo: (75) 3276-1976. Link: https://www.defensoria.ba.def.br/postos-atendimento/10a-defensoria-publica-regional-paulo-afonso/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Salvador,DPE,público,Jurídico,Regional,,,,,,,,Salvador,2927408,BA,,,,,,,,,não,,,,,,,,,,Link: https://www.defensoria.ba.def.br/postos-atendimento/salvador/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Santa Maria da Vitória,DPE,público,Jurídico,Regional,,Rua,Capitão José Alfaiate,s/n,,,Centro,Santa Maria da Vitória,2928109,BA,47640000,71,999176054,,,,,dpesantamariadavitoria@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-13,3928119","-44,1961127",Link: https://www.defensoria.ba.def.br/postos-atendimento/8a-defensoria-publica-regional-barreiras/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Santo Amaro,DPE,público,Jurídico,Regional,,Rua,do Imperador,44,,,Centro,Santo Amaro,2928604,BA,44200000,75,32417250,,32417250,,sim,dpesantoamaro@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,5528539","-38,7050057",Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Santo Antônio de Jesus,DPE,público,Jurídico,Regional,,Rua,Vereador Albertino Lira,1,,,Centro,Santo Antônio de Jesus,2928703,BA,44430092,75,999588193,,36320712,,sim,6regional.santoantoniodejesus@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,9627522","-39,2632513","Telefones alternativos: (75) 3632-0796, (75) 3632-0926. Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/."
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Santo Estêvão,DPE,público,Jurídico,Regional,,,,,,,,Santo Estêvão,2928802,BA,,,,,,,,,não,,,,,,,,,,Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Seabra,DPE,público,Jurídico,Regional,,Rua,Paulo VI,248,,1° andar,Centro,Seabra,2929909,BA,46900000,75,984568917,,36127428,,sim,dpeseabra@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,4148879","-41,772571",Link: https://www.defensoria.ba.def.br/postos-atendimento/11a-defensoria-publica-regional-irece/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Senhor do Bonfim,DPE,público,Jurídico,Regional,,Rua,Roberto Santos,735,,,Marista - Senhor do Bonfim,Senhor do Bonfim,2930105,BA,48970000,74,35419837,,35421001,,sim,dpesenhordobonfim@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-10,4679948","-40,182356",Link: https://www.defensoria.ba.def.br/postos-atendimento/5a-defensoria-publica-regional-juazeiro/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Serrinha,DPE,público,Jurídico,Regional,,Rua,Rafael Oliveira,65,,,Ginásio - Serrinha,Serrinha,2930501,BA,48700000,75,32612381,,32612141,,,dpeserrinha@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-11,662716","-39,0052699",Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Simões Filho,DPE,público,Jurídico,Regional,,Rua,Francisco Almeida,42,,,Centro,Simões Filho,2930709,BA,43700000,71,32984020,,32984020,,,dpesimoesfilho@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-12,7864321","-38,3961826",Telefone alternativo: (71) 98455-3713. Link: https://www.defensoria.ba.def.br/postos-atendimento/7a-defensoria-publica-regional-camacari/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Teixeira de Freitas,DPE,público,Jurídico,Regional,,Rua,Águas Claras,523,,,Bela Vista,Teixeira de Freitas,2931350,BA,45990280,,,,,,,14regional.teixeiradefreitas@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-17,5405651","-39,73606030000001",Link: https://www.defensoria.ba.def.br/postos-atendimento/14a-defensoria-publica-regional-teixeira-de-freitas/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Valença,DPE,público,Jurídico,Regional,,Avenida,José Andrade Soares,36,,,Novo Horizonte,Valença,2932903,BA,45400000,75,36431420,,36418346,,,dpevalenca@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-13,3508915","-39,0607165",Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.
,penhas,conexoes_nudems_dpes,Defensoria Pública do Estado da Bahia - Vitória da Conquista,DPE,público,Jurídico,Regional,,Rua,Rio Doce,2294,,,Candeias,Vitória da Conquista,2933307,BA,45029062,77,32292050,,996242776,,,2regional.vitoriadaconquista@defensoria.ba.def.br,não,08:00,17:00,Dias úteis,,,,,"-14,8747666","-40,8162229",Telefone alternativo: (71) 99924-0746. Link: https://www.defensoria.ba.def.br/postos-atendimento/2a-defensoria-publica-regional-vitoria-da-conquista/.
,penhas,conexoes_nudems_dpes,Maternidade e Clínicas de Mulheres Bárbara Heliodora,,público,Saúde,Local,,Avenida,Getúlio Vargas,811,,,Centro,Rio Branco,1200401,AC,69908650,,,,,,,,,,,,,,,,"-9,968007799999999","-67,81257839999999",
,penhas,conexoes_nudems_dpes,Hospital da Mulher Dra. Nise da Silveira,,público,Saúde,Local,,Avenida,Comendador Leao,1213,,,Poco,Maceió,2704302,AL,57025200,,,,,,,,,,,,,,,,"-9,6596421","-35,7235393",
