id,status,created_on,categoria,nome,sigla,natureza,owner,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,uf,cep,ddd,telefone1,telefone2,email,horario_inicio,horario_fim,eh_24h,dias_funcionamento,eh_presencial,eh_online,funcionamento_pandemia,observacao_pandemia,avaliacao,latitude,longitude,ja_passou_por_moderacao,updated_at,observacao,qtde_avaliacao,horario_correto,delegacia_mulher,endereco_correto,telefone_correto,existe_delegacia,eh_importacao,cliente_id,indexed_at,test_status,index,geog.type,geog.coordinates,abrangencia,eh_whatsapp,ramal1,ramal2,cod_ibge,fonte
7431,active,2026-02-05T21:07:40.240727Z,583,Defensoria da vítima do Juizado de Violência Doméstica e Familiar contra a Mulher e Especial Adjunto Criminal da Comarca de Itaboraí,DPE,publico,,,Avenida,Vereador Hermínio Moreira,380,false,,Sossego,Itaboraí,RJ, ,,,,1dpcriminaldeitaborai@defensoria.rj.def.br,,,false,,false,false,false,,,-22.7411771,-42.8592378,,2026-02-05T21:07:40.240727Z,Outras informações: - Atendimento: segunda a sexta de 12h às 17h.,,,,,,,true,,,,,,,Local,false,,,3301900,conexoes_nudems_dpes
7432,active,2026-02-05T21:07:40.240750Z,583,Defensoria da vítima do Juizado de Violência Doméstica e Familiar contra a Mulher e Especial Adjunto Criminal da Comarca de Magé,DPE,publico,,,Rua,Doutor Domingos Belizze,236,false,,Centro,Magé,RJ, ,,,,dpvcrimdemage@defensoria.rj.def.br,,,false,,false,false,false,,,-22.6580801,-43.037917,,2026-02-05T21:07:40.240750Z,Outras informações: - Aendimento presencial: segunda a sexta de 11h às 16h- Casos urgentes: segunda a sexta de 11h às 18h.,,,,,,,true,,,,,,,Local,false,,,3302502,conexoes_nudems_dpes
7433,active,2026-02-05T21:07:40.240795Z,583,Defensoria da vítima do Juizado de Violência Doméstica e Familiar contra a Mulher e Especial Adjunto Criminal da Comarca de Magé - Vila Inhomirim,DPE,publico,,,Avenida,Santos Dumont,,true,,Parque Santana (Vila Inhomirim),Magé,RJ, ,,,,dpfamdevilainhomirim@defensoria.rj.def.br,,,false,,false,false,false,,,-22.6300726,-43.1813026,,2026-02-05T21:07:40.240795Z,Outras informações: - Atendimento presencial: segunda a sexta de 11h às 18h.,,,,,,,true,,,,,,,Local,false,,,3302502,conexoes_nudems_dpes
7434,active,2026-02-05T21:07:40.240818Z,583,Defensoria da vítima do Juizado de Violência Doméstica e Familiar contra a Mulher e Especial Adjunto Criminal da Comarca de Armação dos Búzios,DPE,publico,,,Rua,Luiz Joaquim Pereira,228,false,Próximo à rua das Pedras,Centro,Armação dos Búzios,RJ, ,,,,1dpdearmacaodosbuzios@defensoria.rj.def.br,,,false,,false,false,false,,,-22.7567098,-41.886494,,2026-02-05T21:07:40.240818Z,Outras informações: - Atendimento presencial: segunda a sexta de 10h às 18h.,,,,,,,true,,,,,,,Local,false,,,3300233,conexoes_nudems_dpes
7435,active,2026-02-05T21:07:40.240840Z,583,Defensoria da vítima do Juizado de Violência Doméstica e Familiar contra a Mulher e Especial Adjunto Criminal da Comarca de Rio Bonito,DPE,publico,,,Avenida,Antonio Carlos de Souza Guadelupe,,true,3º andar,Green Valley,Rio Bonito,RJ, ,21,36345137,,1dpderiobonito@defensoria.rj.def.br,,,false,,false,false,false,,,-22.7076877,-42.6628866,,2026-02-05T21:07:40.240840Z,Outras informações: - Agendamento de atendimento e casos urgentes: segunda a sexta de 11h às 17h.,,,,,,,true,,,,,,,Local,false,,,3304300,conexoes_nudems_dpes
7436,active,2026-02-05T21:07:40.240862Z,583,Subsecretaria de Mediação e Cultura de Paz,,publico,,,Fórum,José Júlio Leal Fagundes,,true,"Bloco 4, 1º andar — SMAS Trecho 04, Lotes 6/4", ,Brasília,DF, ,61,21964515,21964514,,08:00,18:00,false,Dias úteis,false,false,false,,,-15.8301477,-47.9442337,,2026-02-05T21:07:40.240862Z,,,,,,,,true,,,,,,,Local,false,,,5300108,conexoes_nudems_dpes
7437,active,2026-02-05T21:07:40.240966Z,583,Segundo Grau e Tribunais Superiores,,publico,,,Setor,Comercial Norte,,true,"Quadra 01, Lote G, Ed. Rossi Esplanada Business, loja 01", ,Brasília,DF, ,61,21964368,993590036,naj2grau@defensoria.df.gov.br,08:00,17:00,false,Dias úteis,false,false,false,,,-15.708703,-47.91437519999999,,2026-02-05T21:07:40.240966Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7438,active,2026-02-05T21:07:40.240992Z,583,Núcleo de Assistência Jurídica Infância e Juventude,,publico,,,Setor,SEPN,515,false,"Bloco E, 4º andar, Ed. Bittar IV",Asa Norte,Brasília,DF,70770505,61,981080484,993590072,najinfancia@defensoria.df.gov.br,12:00,19:00,false,Todos os dias,false,false,false,,,-15.7418646,-47.8973396,,2026-02-05T21:07:40.240992Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7439,active,2026-02-05T21:07:40.241020Z,583,Núcleo de Assistência Jurídica Mirabete Defensor Público Dorival Lourenço da Cunha,,publico,,,Setor,Comercial Norte,1,false,"Ed. Rossi Esplanada Business, loja 01 — Próximo ao Hospital Regional da Asa Norte (Hran)", ,Brasília,DF, ,61,993590005,983495629,najmirabete@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.7867086,-47.8828503,,2026-02-05T21:07:40.241020Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7440,active,2026-02-05T21:07:40.241045Z,583,Núcleo de Assistência Jurídica Fazenda Pública,,publico,,,Setor,Comercial Norte,1,false,"Quadra 01, Lote G, Ed. Rossi Esplanada Business, loja 01", ,Brasília,DF, ,61,993590062,,fazenda.defensoria@gmail.com,12:00,18:00,false,Dias úteis,false,false,false,,,-15.708703,-47.91437519999999,,2026-02-05T21:07:40.241045Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7441,active,2026-02-05T21:07:40.241069Z,583,Execuções Penais,,publico,,,Setor,Comercial Norte,,true,"Quadra 01, Lote G, Ed. Rossi Esplanada Business, loja 01 — Próximo ao Hospital Regional da Asa Norte (Hran)", ,Brasília,DF, ,61,,,nep@defensoria.df.gov.br,12:00,18:00,false,Dias úteis,false,false,false,,,-15.7867086,-47.8828503,,2026-02-05T21:07:40.241069Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7442,active,2026-02-05T21:07:40.241093Z,583,Execução de Medidas Socioeducativas,,publico,,,Setor,SEPN,515,false,"Bloco E, 4º andar, Ed. Bittar IV",Asa Norte,Brasília,DF, ,61,21964488,21964408,najemse@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.7418646,-47.8973396,,2026-02-05T21:07:40.241093Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7443,active,2026-02-05T21:07:40.241117Z,583,Núcleo de Promoção e Defesa dos Direitos Humanos,,publico,,,Setor,Comercial Norte,1,false,"Lote G, Ed. Rossi Esplanada Business, loja 01",Asa Norte,Brasília,DF, ,61,21964480,993590080,najdireitoshumanos@defensoria.df.gov.br,12:00,18:00,false,Dias úteis,false,false,false,,,-15.8216923,-47.9280136,,2026-02-05T21:07:40.241117Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7444,active,2026-02-05T21:07:40.241141Z,583,Direito do Consumidor,,publico,,,Setor,Comercial Norte,1,false,"Ed. Rossi Esplanada Business, loja 01",Asa Norte,Brasília,DF, ,61,21964521,993590050,najconsumidor@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.8216923,-47.9280136,,2026-02-05T21:07:40.241141Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7445,active,2026-02-05T21:07:40.241168Z,583,Defesa das Mulheres,,publico,,,Fórum,José Júlio Leal Fagundes,,true,"Setor de Múltiplas Atividades Sul, Trecho 3, Lotes 4/6, Bloco 4", ,Brasília,DF, ,61,982725123,981081997,najmulher@defensoria.df.gov.br,13:00,18:00,false,Dias úteis,false,false,false,,,-15.8306181,-47.9431803,,2026-02-05T21:07:40.241168Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7446,active,2026-02-05T21:07:40.241192Z,583,Núcleo de Assistência Jurídica de Defesa da Saúde,,publico,,,Setor,Comercial Norte,,true,"Quadra 01, Lote G, Ed. Rossi Esplanada Business, loja 01 — próximo ao Hospital Regional da Asa Norte (Hran)", ,Brasília,DF, ,61,21964402,21964600,najsaude@defensoria.df.gov.br,08:00,17:00,false,Dias úteis,false,false,false,,,-15.7867086,-47.8828503,,2026-02-05T21:07:40.241192Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7447,active,2026-02-05T21:07:40.241215Z,583,Custódia e Presos Provisórios,,publico,,,Rua,Complexo da Polícia Civil — SPO 23 A — Delegacia de Polícia Especializada,,true,, ,Brasília,DF, ,61,982354040,,najcust@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.8087565,-47.9321865,,2026-02-05T21:07:40.241215Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7448,active,2026-02-05T21:07:40.241239Z,583,Plantão Atendimento,,publico,,,Praça,Principal,,true,"Fórum Desembargador Milton Sebastião Barbosa, Bloco B, Ala A, Sala 109, Térreo",Plano Piloto,Brasília,DF, ,61,993590015,21964600,plantaodefensoria@gmail.com,18:00,12:00,true,Dias úteis,false,false,false,,,-15.787838,-47.9092658,,2026-02-05T21:07:40.241239Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7449,active,2026-02-05T21:07:40.241263Z,583,Núcleo de Assistência Jurídica de Taguatinga Defensor Público Odir Morais,,publico,,,Avenida,Shopping,,true,"CNB 03, Lote 5/6, Taguatinga Norte",Taguatinga Norte,Taguatinga,DF, ,61,,,najtaguatinga@defensoria.df.gov.br,13:00,18:00,false,Dias úteis,false,false,false,,,-15.8016557,-48.0586873,,2026-02-05T21:07:40.241263Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7450,active,2026-02-05T21:07:40.241287Z,583,Sobradinho,,publico,,,Quadra,03,5,false,"Salas 101 a 109 e 139 a 140 (prédio da Academia Envolve), Loja 01 – Q 3",Sobradinho,Brasília,DF,73020610,61,981050423,993590037,,09:00,17:00,false,Dias úteis,false,false,false,,,-15.6573342,-47.80049460000001,,2026-02-05T21:07:40.241287Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7451,active,2026-02-05T21:07:40.241313Z,583,São Sebastião,,publico,,,Avenida,das Paineiras,3,false,"Edifício Jardim Imperial, Bloco B, 2º andar, salas 209 a 218",Jardim Botânico,Brasília,DF, ,,,,najssebasstiao@defensoria.df.gov.br,08:00,18:00,false,Dias úteis,false,false,false,,,-15.8843155,-47.81479220000001,,2026-02-05T21:07:40.241313Z,,,,,,,,true,,,,,,,Local,false,,,5300108,conexoes_nudems_dpes
7452,active,2026-02-05T21:07:40.241340Z,583,Núcleo de Assistência Jurídica de Santa Maria,,publico,,,Avenida,Alagados,,true,"Fórum de Santa Maria, QR 211, Lote 01, Conjunto A",Santa Maria,Santa Maria,DF, ,61,21964547,21964548,najsantamaria@defensoria.df.gov.br,07:00,19:00,false,Dias úteis,false,false,false,,,-16.014948,-48.0115333,,2026-02-05T21:07:40.241340Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7453,active,2026-02-05T21:07:40.241364Z,583,Núcleo de Samambaia,,publico,,,Quadra,302 – Centro Urbano,,true,,Samambaia,Brasília,DF, ,61,,993590047,,08:00,18:00,false,Dias úteis,false,false,false,,,-15.8797462,-48.0855132,,2026-02-05T21:07:40.241364Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7454,active,2026-02-05T21:07:40.241388Z,583,Núcleo de Assistência Jurídica do Riacho Fundo,,publico,,,Quadra,QS 02,,true,"1º andar, Salas T-10, T-20, T-90 e T-85",Riacho Fundo I,Brasília,DF, ,61,21964596,,najriachofundo@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.8833172,-48.0175172,,2026-02-05T21:07:40.241388Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7455,active,2026-02-05T21:07:40.241412Z,583,Recanto das Emas,,publico,,,Quadra,2,,true,"Conjunto 1, Lote 3, Térreo, Setor Urbano",Recanto das Emas,Brasília,DF,72610670,61,21964470,993590023,najrecantodasemas@defensoria.df.gov.br,13:00,18:00,false,Dias úteis,false,false,false,,,-16.025305,-48.0743618,,2026-02-05T21:07:40.241412Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7456,active,2026-02-05T21:07:40.241437Z,583,Núcleo de Planaltina,,publico,,,Rua, ,,true,"Quadra 04, Conjunto A, Lote 60, SRL, 1º andar", ,Planaltina,DF, ,61,983491321,21694534,najplanaltina@defensoria.df.gov.br,08:00,18:00,false,Dias úteis,false,false,false,,,-15.708703,-47.91437519999999,,2026-02-05T21:07:40.241437Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7457,active,2026-02-05T21:07:40.241478Z,583,Núcleo de Assistência Jurídica Paranoá,,publico,,,Quadra,"02, Conjunto C, Lote A",,true,,Paranoá,Brasília,DF, ,61,21964526,21964527,najparanoa@defensoria.df.gov.br,08:00,18:00,false,Dias úteis,false,false,false,,,-15.708703,-47.91437519999999,,2026-02-05T21:07:40.241478Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7458,active,2026-02-05T21:07:40.241502Z,583,Juizados Especiais de Brasília,,publico,,,Fórum,Desembargador José Júlio Leal Fagundes,,true,"Setor de Múltiplas Atividades SMAS Sul, Trecho 3, Lotes 4/6, Bloco 4", ,Brasília,DF, ,61,21964463,,najjuizad@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.8328821,-47.9432112,,2026-02-05T21:07:40.241502Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7459,active,2026-02-05T21:07:40.241526Z,583,Núcleo de Assistência Jurídica Itapoã,,publico,,,Lote,Núcleo Rural de Sobradinho,10,false,Fórum Desembargadora Maria Aparecida Fernandes da Silva (Fórum do Itapoã),Itapoã,Brasília,DF, ,61,21964446,21964600,,12:00,17:30,false,Dias úteis,false,false,false,,,-15.7380753,-47.76700049999999,,2026-02-05T21:07:40.241526Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7460,active,2026-02-05T21:07:40.241550Z,583,Iniciais de Brasília,,publico,,,Setor,SGAN 909,,true,"Módulo D/E, Bloco C, Edifício Juiz de Direito Josué Ribeiro de Sousa",Asa Norte,Brasília,DF, ,61,,991966857,admnajiniciais@defensoria.df.gov.br,07:00,14:00,false,Dias úteis,false,false,false,,,-15.773121,-47.8751462,,2026-02-05T21:07:40.241550Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7461,active,2026-02-05T21:07:40.241574Z,583,Núcleo de Assistência Jurídica do Guará,,publico,,,Quadra,QE 25 Fórum Desembargadora Maria Thereza Braga Haynes,,true,Fórum de Guará - TJDFT,Guará II,Brasília,DF, ,61,21964494,21964492,nucleo.guara@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.824871,-47.9732648,,2026-02-05T21:07:40.241574Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7462,active,2026-02-05T21:07:40.241597Z,583,Núcleo de Assistência Jurídica do Gama,,publico,,,Fórum,do Gama,,true,"Quadra 01, AE 01, Setor Norte",Setor Norte,Gama,DF, ,61,983494857,982480239,najgama@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-16.0091832,-48.0616362,,2026-02-05T21:07:40.241597Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7463,active,2026-02-05T21:07:40.241621Z,583,"Atuação nas Varas de Família, Órfãos e Sucessões de Brasília",,publico,,,SMAS,Trecho 3,4,false,"Fórum Júlio Leal Fagundes, Bloco 5", ,Brasília,DF, ,61,21964466,,najfamilia@defensoria.df.gov.br,09:00,17:00,false,Dias úteis,false,false,false,,,-15.8301477,-47.9442337,,2026-02-05T21:07:40.241621Z,,,,,,,,true,,,,,,,Local,false,,,5300108,conexoes_nudems_dpes
7464,active,2026-02-05T21:07:40.241645Z,583,Núcleo de Assistência Jurídica Deusa Maria de Carvalho,,publico,,,Fórum,"de Ceilândia, AE 01, QNM 11",,true,,Ceilândia,Ceilândia,DF, ,61,21964448,21964445,najceilandia@defensoria.df.gov.br,12:00,18:00,false,Dias úteis,false,false,false,,,-15.8185561,-48.1026646,,2026-02-05T21:07:40.241645Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7465,active,2026-02-05T21:07:40.241667Z,583,Câmara Legislativa do DF,,publico,,,Praça,Municipal,5,false,"Quadra 2, Térreo inferior", ,Brasília,DF, ,61,21964600,,,08:00,18:00,false,Dias úteis,false,false,false,,,-15.78813,-47.909176,,2026-02-05T21:07:40.241667Z,,,,,,,,true,,,,,,,Local,false,,,5300108,conexoes_nudems_dpes
7466,active,2026-02-05T21:07:40.241691Z,583,Núcleo Brazlândia,,publico,,,Área Especial,Tradicional,4,false,,St. Tradicional,Brasília,DF, ,61,2196444,21964600,najbrazlandia@defensoria.df.gov.br,08:00,19:00,false,Dias úteis,false,false,false,,,-15.8070889,-48.0853207,,2026-02-05T21:07:40.241691Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7467,active,2026-02-05T21:07:40.241716Z,583,Brasília Cível e Criminal,,publico,,,Praça,Municipal,1,false,"Palácio da Justiça — TJDFT, Bloco B, Anexo 2, Ala A, 2º andar", ,Brasília,DF, ,61,21964605,,najbrasilia@defensoria.df.gov.br,12:00,18:00,false,Dias úteis,false,false,false,,,-15.7853742,-47.8902838,,2026-02-05T21:07:40.241716Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7468,active,2026-02-05T21:07:40.241739Z,583,Núcleo Bandeirante,,publico,,,Avenida,Contorno,,true,"Área Especial 13, lote 14 - Fórum do Núcleo Bandeirante",Núcleo Bandeirante,Brasília,DF, ,61,993590011,21964523,,12:00,19:00,false,Dias úteis,false,false,false,,,-15.8688209,-47.960826,,2026-02-05T21:07:40.241739Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7469,active,2026-02-05T21:07:40.241762Z,583,Águas Claras e Vicente Pires,,publico,,,Quadra,202,1,false,Lote 01,Águas Claras,Brasília,DF, ,61,21964475,,najaguasclaras@defensoria.df.gov.br,12:00,19:00,false,Dias úteis,false,false,false,,,-15.8390244,-48.0130276,,2026-02-05T21:07:40.241762Z,,,,,,,,true,,,,,,,Local,true,,,5300108,conexoes_nudems_dpes
7470,active,2026-02-05T21:07:40.241786Z,583,Defensoria Pública do Estado da Bahia - Alagoinhas,DPE,publico,,,Rua,Marcela Bueron Cardoso,184,false,,Centro,Alagoinhas,BA,48005100,75,997315147,34228438,13regional.alagoinhas@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-12.1411666,-38.4196298,,2026-02-05T21:07:40.241786Z,Telefone alternativo: (75) 3423-2330. Link: https://www.defensoria.ba.def.br/postos-atendimento/alagoinhas/.,,,,,,,true,,,,,,,Regional,true,,,2900702,conexoes_nudems_dpes
7471,active,2026-02-05T21:07:40.241812Z,583,Defensoria Pública do Estado da Bahia - Amargosa,DPE,publico,,,Rua,Deraldo Bulhões de Souza,136,false,,Centro,Amargosa,BA,45300000,75,36341754,36343780,dpeamargosa@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-13.0297318,-39.60207,,2026-02-05T21:07:40.241812Z,Telefone alternativo: (71) 98454-4194. Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.,,,,,,,true,,,,,,,Regional,false,,,2901007,conexoes_nudems_dpes
7472,active,2026-02-05T21:07:40.241838Z,583,Defensoria Pública do Estado da Bahia - Barreiras,DPE,publico,,,Rua,26 de Maio,568,false,,Centro,Barreiras,BA,47800145,77,36115580,36128720,8regional.barreiras@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-12.1494524,-44.99698069999999,,2026-02-05T21:07:40.241838Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/8a-defensoria-publica-regional-barreiras/.,,,,,,,true,,,,,,,Regional,true,,,2903201,conexoes_nudems_dpes
7473,active,2026-02-05T21:07:40.241863Z,583,Defensoria Pública do Estado da Bahia - Bom Jesus da Lapa,DPE,publico,,,Avenida,Vasco da Gama,74,false,,São João,Bom Jesus da Lapa,BA,47600000,77,34815161,,dpebomjesusdalapa@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-13.2568695,-43.4083001,,2026-02-05T21:07:40.241863Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/8a-defensoria-publica-regional-barreiras/.,,,,,,,true,,,,,,,Regional,false,,,2903904,conexoes_nudems_dpes
7474,active,2026-02-05T21:07:40.241888Z,583,Defensoria Pública do Estado da Bahia - Brumado,DPE,publico,,,Rua,Rio de Contas,459,false,,Campo de Aviação,Brumado,BA,46117008,77,34415048,34415048,dpebrumado@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-14.2031271,-41.6772737,,2026-02-05T21:07:40.241888Z,Telefone alternativo: (71) 99856-9377. Link: https://www.defensoria.ba.def.br/postos-atendimento/15a-defensoria-publica-regional-guanambi/.,,,,,,,true,,,,,,,Regional,false,,,2904605,conexoes_nudems_dpes
7475,active,2026-02-05T21:07:40.241913Z,583,Defensoria Pública do Estado da Bahia - Cachoeira,DPE,publico,,,Praça,Dr. Ivone B. Ramos,,true,,Centro,Cachoeira,BA,44300000,75,984552218,32455680,dpecachoeira@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-12.6032601,-38.9644009,,2026-02-05T21:07:40.241913Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.,,,,,,,true,,,,,,,Regional,true,,,2904902,conexoes_nudems_dpes
7476,active,2026-02-05T21:07:40.241938Z,583,Defensoria Pública do Estado da Bahia - Camacan,DPE,publico,,,Avenida,Dr. João Vargens,326,false,,Centro,Camacan,BA,45880000,73,32830781,32830456,dpe.camacan@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-15.4169666,-39.497083,,2026-02-05T21:07:40.241938Z,"Telefones alternativos: (73) 3283-1346, (71) 98459-9312. Link: https://www.defensoria.ba.def.br/postos-atendimento/4a-defensoria-publica-regional-itabuna/.",,,,,,,true,,,,,,,Regional,false,,,2905602,conexoes_nudems_dpes
7477,active,2026-02-05T21:07:40.241963Z,583,Defensoria Pública do Estado da Bahia - Camaçari,DPE,publico,,,Rua,Monte Gordo,63,false,,Bela Vista,Camaçari,BA,42802500,71,36226478,36274561,7regional.camacari@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-12.7093527,-38.3206052,,2026-02-05T21:07:40.241963Z,"Telefones alternativos: (71) 3622-6478, (71) 99628-9196. Link: https://www.defensoria.ba.def.br/postos-atendimento/7a-defensoria-publica-regional-camacari/.",,,,,,,true,,,,,,,Regional,false,,,2905701,conexoes_nudems_dpes
7478,active,2026-02-05T21:07:40.241988Z,583,Defensoria Pública do Estado da Bahia - Campo Formoso,DPE,publico,,,Rua,Marechal Deodoro da Fonseca,154,false,,Centro,Campo Formoso,BA,44790000,74,36453138,36453221,dpecampoformoso@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-10.5106774,-40.3253583,,2026-02-05T21:07:40.241988Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/5a-defensoria-publica-regional-juazeiro/.,,,,,,,true,,,,,,,Regional,false,,,2906006,conexoes_nudems_dpes
7479,active,2026-02-05T21:07:40.242021Z,583,Defensoria Pública do Estado da Bahia - Canavieiras,DPE,publico,,,Praça,São Boaventura,40,false,Fórum Ministro Pedro dos Santos,Centro,Canavieiras,BA,45860000,,,,dpecanavieiras@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-15.6790289,-38.945383,,2026-02-05T21:07:40.242021Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/3a-defensoria-publica-regional-ilheus/.,,,,,,,true,,,,,,,Regional,false,,,2906303,conexoes_nudems_dpes
7480,active,2026-02-05T21:07:40.242046Z,583,Defensoria Pública do Estado da Bahia - Candeias,DPE,publico,,,Rua,Itajubara,98,false,,Nova Candeias,Candeias,BA,43815450,71,36014024,36014024,dpecandeias@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-12.6636939,-38.533724,,2026-02-05T21:07:40.242046Z,Telefone alternativo: (71) 98454-2916. Link: https://www.defensoria.ba.def.br/postos-atendimento/7a-defensoria-publica-regional-camacari/.,,,,,,,true,,,,,,,Regional,false,,,2906501,conexoes_nudems_dpes
7481,active,2026-02-05T21:07:40.242070Z,583,Defensoria Pública do Estado da Bahia - Catu,DPE,publico,,,Rua,Barão de Camaçari,62,false,,Centro,Catu,BA,48110000,71,981769817,36411690,dpecatu@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-12.3566043,-38.3749093,,2026-02-05T21:07:40.242070Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/alagoinhas/.,,,,,,,true,,,,,,,Regional,true,,,2907509,conexoes_nudems_dpes
7482,active,2026-02-05T21:07:40.242095Z,583,Defensoria Pública do Estado da Bahia - Conceição do Coité,DPE,publico,,,Rua,Bailon Lopes Carneiro,99,false,,Vila Tóide,Conceição do Coité,BA,48730000,75,32618396,32621840,dpeconceicaodocoite@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-11.5708083,-39.2807717,,2026-02-05T21:07:40.242095Z,Telefone alternativo: (75) 99708-0867. Link: https://www.defensoria.ba.def.br/postos-atendimento/caitite/.,,,,,,,true,,,,,,,Regional,false,,,2908408,conexoes_nudems_dpes
7483,active,2026-02-05T21:07:40.242120Z,583,Defensoria Pública do Estado da Bahia - Cruz das Almas,DPE,publico,,,Rua,João Gustavo Silva,552,false,,Suzana,Cruz das Almas,BA,44380000,75,36211976,36212585,dpecruzdasalmas@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-12.6766099,-39.09886780000001,,2026-02-05T21:07:40.242120Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/6a-defensoria-publica-regional-santo-antonio-de-jesus/.,,,,,,,true,,,,,,,Regional,true,,,2909802,conexoes_nudems_dpes
7484,active,2026-02-05T21:07:40.242144Z,583,Defensoria Pública do Estado da Bahia - Esplanada,DPE,publico,,,Rua,Virgílio Ribeiro de Araújo,,true,,Centro - Esplanada,Esplanada,BA,48370000,75,34271495,,dpeesplanada@defensoria.ba.def.br,08:00,17:00,false,Dias úteis,false,false,false,,,-11.7977753,-37.9457458,,2026-02-05T21:07:40.242144Z,Link: https://www.defensoria.ba.def.br/postos-atendimento/alagoinhas/.,,,,,,,true,,,,,,,Regional,false,,,2910602,conexoes_nudems_dpes
